ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0000950123-23-010960	0	29	4344574699	N
0000950123-23-010961	0	3	277527497	N
0001398344-23-020714	0	544	1928532521	
0001172661-23-004046	1	12	4043199894	
0000905148-23-001438	0	3	182887163	
0001892688-23-000095	0	29	177575184	N
0001879202-23-000029	0	8	192536946	
0001013594-23-000929	0	3	1808707	
0000904454-23-000635	0	9	2281222972	
0000905148-23-001437	0	7	1282869464	
0000919574-23-006410	2	46	2219397179	
0001178913-23-003687	0	5	44662126	
0001904574-23-000008	0	4	156681757	N
0001567619-23-007718	0	3	19886814	N
0001172661-23-004045	0	7	392396315	
0001013594-23-000928	0	11	539526492	
0001954085-23-000004	0	22	51938225	N
0000905148-23-001436	0	10	139017225	
0001178913-23-003685	2	54	967855839	
0001172661-23-004044	0	169	1992927018	
0001812881-23-000004	0	1	50388	N
0001172661-23-004043	0	8	124678548	
0001104659-23-118157	0	101	17351037330	
0001172661-23-004042	0	26	1136879300	
0001353316-23-000008	2	18	451104371	N
0002000324-23-000012	3	1404	4635419923	N
0000905148-23-001435	3	16	1333023046	
0001481669-23-000014	0	42	10470353640	N
0000905148-23-001434	3	403	7760637812	
0001398344-23-020711	0	147	138474899	
0001172661-23-004041	0	60	121527629	
0000919574-23-006409	0	15	6760809801	
0001172661-23-004040	0	18	382336819	
0000929638-23-003129	0	0	0	N
0001140361-23-053262	0	1	0	Y
0001012975-23-000478	0	2	2859253	N
0001165002-23-000087	3	447	10721062	N
0001906711-23-000004	1	113	117737773	
0000950123-23-010949	2	11	959307138	N
0001080628-23-000008	0	754	6657171	
0001257391-23-000007	0	385	3161060833	N
0001172661-23-004038	0	703	22839626122	
0001133521-23-000009	0	49	1706841975	
0000929638-23-003128	5	634	3737715317	
0000950123-23-010947	0	7	186705806	N
0001420506-23-002209	0	27	733334246	N
0001172661-23-004037	0	1	93826880	
0001172661-23-004036	0	33	417191552	
0000902664-23-005546	0	13	2141203493	
0001172661-23-004035	1	3724	40481845978	
0001053914-23-000005	5	330	362934554	N
0001839882-23-030687	0	696	2729929918	
0001942341-23-000004	0	135	290523184	
0001104659-23-118140	0	6	81978238	
0001420506-23-002207	0	140	831354550	N
0001104659-23-118137	4	5454	95783606945	
0001012975-23-000474	1	4	344974651	N
0001172661-23-004033	0	13	776453909	
0001076809-23-000266	0	176	1535908	
0001690370-23-000005	0	1068	4617622148	N
0001104659-23-118132	0	80	1602182000	
0001169883-23-000005	0	41	112330754	
0001567619-23-007716	0	2	19430397	N
0000895345-23-000631	0	73	1878507388	
0001172661-23-004032	0	10	2039575802	
0001745981-23-000006	1	346	6476687709	N
0001062993-23-020798	0	313	1893817580	N
0001013594-23-000925	2	62	12923440842	
0001172661-23-004031	0	12	410920996	
0001172661-23-004030	0	28	1751554485	
0000905148-23-001428	0	224	2267996634	
0001104659-23-118129	0	9	90754425	
0001104659-23-118128	0	194	3521030871	
0000902664-23-005544	0	3	1476106072	
0001104659-23-118127	0	37	949945221	
0001140361-23-053253	0	2	1420850075	
0001172661-23-004028	1	23	202864419	
0001104659-23-118125	0	7	172643331	
0001104659-23-118126	4	39	3850100032	
0001012975-23-000473	7	9	3128536560	N
0001104659-23-118123	0	37	96336841	
0001172661-23-004026	0	1	204147877	
0001104659-23-118122	0	22	689423789	
0001172661-23-004025	2	42	549036939	
0001948899-23-000007	0	18	1030187153	N
0001172661-23-004024	0	76	3593166049	
0001104659-23-118120	0	2	1838497	
0001892688-23-000094	0	15	98771803	N
0001447228-23-000010	0	35	1961751828	
0001104659-23-118119	0	3	34734437	
0000919574-23-006407	1	8	1407212175	
0000905148-23-001426	1	1	533395277	
0001104659-23-118118	0	5	381562870	
0001172661-23-004023	0	8	1386161702	
0001493152-23-041127	0	10	189491689	
0001104659-23-118116	0	2	51848573	
0001104659-23-118115	0	1	1722600	
0001172661-23-004022	0	0	0	
0001104659-23-118113	0	68	2101757147	
0001104659-23-118114	4	914	857264071	
0001420506-23-002205	0	926	773636472	N
0001104659-23-118112	0	41	326684744	
0001398344-23-020707	0	22	55260517	
0001493152-23-041112	0	390	4675375795	
0001999371-23-000206	0	216	2541988640	
0001854440-23-000008	0	15	1624259893	N
0001104659-23-118110	0	73	2122825754	
0000921895-23-002633	5	25	3903519567	
0000902664-23-005540	1	60	4478660675	
0001104659-23-118104	0	74	38914206773	
0000919574-23-006406	0	306	1523884333	
0001104659-23-118105	0	26	347538463	
0000950123-23-010926	8	16	820535579	N
0001012975-23-000471	0	97	2997910052	N
0001172661-23-004019	1	128	4707565063	
0001062993-23-020796	0	864	4500724317	N
0000859804-23-000009	1	21	417940280	Y
0000909012-23-000118	0	322	340090331	N
0000929638-23-003123	2	61	530145607	
0001172661-23-004016	0	8	10494117169	
0000905148-23-001424	0	3	301105223	
0001085146-23-004474	0	2	19421950	N
0001555512-23-000010	0	22	165309636	N
0001104659-23-118098	0	10	1572918498	
0001846677-23-000012	0	11	531637395	N
0001741129-23-000009	0	27	1985399	N
0001645721-23-000011	0	33	457000705	N
0001085146-23-004473	0	2	13205409	N
0001387322-23-000007	0	40	4952389183	
0001418812-23-000073	1	12	4451695650	N
0001172661-23-004015	1	33	3998405034	
0000921895-23-002631	0	9	24165202	
0001172661-23-004014	0	25	97866124	
0001085146-23-004472	0	3	802903	N
0001420506-23-002204	0	40	1653408886	N
0000919574-23-006405	0	40	903526441	
0001172661-23-004012	3	116	1760664667	
0001085146-23-004471	0	1	0	N
0000905148-23-001423	1	25	1106450831	
0001104659-23-118096	1	7	1962098965	
0001172661-23-004010	0	28	3110931509	
0001766005-23-000005	0	36	213588991	N
0000950103-23-016238	0	3	678703640	
0001104659-23-118095	0	69	1585234552	
0000921895-23-002629	3	19	640342236	
0001053914-23-000004	4	290	294819478	N
0001085146-23-004469	0	12	1174234746	N
0000950123-23-010915	0	5	340220070	N
0000950123-23-010914	0	28	110728718	N
0001954551-23-000007	0	62	150536440	N
0000895345-23-000630	0	91	227627034	
0001172661-23-004007	0	106	731766523	
0001104659-23-118091	0	133	1170672297	
0001085146-23-004468	0	39	2321043233	N
0001172661-23-004005	0	23	2938709710	
0001012975-23-000467	0	12	458129928	N
0001398344-23-020705	0	5	346091872	
0001085146-23-004467	0	23	438700522	N
0001172661-23-004004	0	81	409861619	
0001172661-23-004003	3	9	1433318009	
0001403161-23-000094	0	4	89080652	N
0001308555-23-000005	0	16	124604587	
0001693745-23-000002	0	10	592249550	N
0000905148-23-001421	0	46	192565080	
0001085146-23-004465	0	27	148112354	N
0000929638-23-003121	0	160	279026166	
0000950123-23-010911	0	16	1763925811	N
0000921895-23-002627	0	3	24558690	
0001172661-23-004002	0	600	7721042513	
0001541617-23-000010	0	11	5268115790	N
0001172661-23-004001	0	16	1006598920	
0001085146-23-004464	0	21	671323402	N
0001172661-23-003999	0	10	603883164	
0001085146-23-004463	0	24	211898274	N
0000919574-23-006402	0	90	781304280	
0000950103-23-016237	0	3	446256251	
0000921895-23-002626	2	4	351801159	
0000905148-23-001420	0	23	147015608	
0001633275-23-000015	0	232	776826917	N
0001085936-23-000029	2	393	3105460289	N
0001420506-23-002203	0	661	875884579	N
0001062993-23-020790	0	265	504793698	N
0000950142-23-002785	0	12	57378156	
0001420506-23-002202	0	77	651514416	N
0001172661-23-003997	2	46	1604781056	
0001140361-23-053244	1	41	784895112	
0001104659-23-118084	1	156	4400553202	
0001085146-23-004462	0	27	10528957	N
0001420506-23-002201	0	11	224812685	N
0001839882-23-030680	0	2	28482296	
0001785546-23-000003	1	0	0	N
0001420506-23-002200	0	6	2125425	N
0001697868-23-000007	0	8	2931644591	N
0000921895-23-002625	0	6	1847973869	
0001085146-23-004461	0	1	0	N
0000808362-23-000022	1	2	172794645	N
0001609008-23-000004	0	43	273913456	N
0001172661-23-003995	1	472	14724942979	
0000950103-23-016236	0	2	81279784	
0001172661-23-003994	0	87	2578296979	
0001839882-23-030679	0	2	36848979	
0001104659-23-118080	0	61	2650571681	
0001012975-23-000465	4	48	4479021580	N
0001273087-23-000146	2	6057	198144286813	N
0001085146-23-004460	0	3	36709407	N
0001843543-23-000006	0	19	154728721	
0001767730-23-000005	0	115	246453	N
0001340807-23-000008	0	37	2341192866	N
0001019056-23-000396	0	97	399063082	
0000902664-23-005534	2	6	1947668778	
0001839882-23-030678	0	2	30595705	
0001214659-23-015144	0	14	140344797	
0001011438-23-000641	2	3	144352955	
0001085146-23-004459	0	61	280986550	N
0001172661-23-003993	0	308	8218323228	
0001398344-23-020704	0	1313	4840654444	
0001398344-23-020703	0	10	5488993436	
0001062993-23-020787	0	573	4166369870	N
0001214659-23-015143	0	16	3161365000	
0001843019-23-000010	0	39	377768949	N
0001493152-23-041067	0	9	4263041630	
0001493152-23-041068	0	34	252183232	
0001493152-23-041070	0	413	198129381	
0001493152-23-041064	0	9	2831690773	
0001493152-23-041061	0	35	69443576	
0001493152-23-041054	0	0	0	
0001493152-23-041057	0	0	0	
0001493152-23-041052	0	3	591780623	
0001493152-23-041050	0	43	584890566	
0001493152-23-041049	0	20	330190823	
0001493152-23-041046	0	9	200695802	
0001493152-23-041042	0	46	405184988	
0001493152-23-041040	0	12	179864330	
0001493152-23-041045	0	0	0	
0000902664-23-005531	3	50	548345952	
0001493152-23-041036	0	42	152235556	
0001012975-23-000463	0	33	248839303	N
0001420506-23-002199	0	27	74671286	N
0001019056-23-000395	0	28	119536528	
0000950123-23-010906	0	21	53161237	N
0000950123-23-010905	2	3	333179519	N
0000950123-23-010901	2	516	17397125516	N
0000950123-23-010904	5	10	750455943	N
0000950123-23-010902	1	586	4971970682	N
0001592643-23-000008	0	171	24406087422	N
0000950123-23-010895	0	58	5857001412	N
0000950123-23-010894	0	1	4013	N
0001398344-23-020701	0	18	216265220	
0000950123-23-010898	14	152	313257308189	Y
0001398344-23-020702	0	182	451940420	
0000919574-23-006398	2	3	673577000	
0001770525-23-000010	0	27	530560258	N
0001172661-23-003991	1	31	3993986134	
0001085146-23-004458	0	152	510612328	N
0001172661-23-003990	0	23	1894719502	
0001839882-23-030677	0	2	26761800	
0001560207-23-000005	0	13	332616949	
0001085146-23-004457	0	45	192792129	N
0001524493-23-000010	0	10	259521158	N
0001596468-23-000004	0	94	12493341	N
0000929638-23-003119	0	246	410555402	
0001085146-23-004456	0	0	0	N
0000902664-23-005529	1	209	7046620776	
0001172661-23-003989	0	2	9771094	
0001104659-23-118062	0	2	45296175	
0000902664-23-005528	0	20	282041952	
0000935836-23-000706	0	22	246616712	
0001965522-23-000006	0	70	92202037	N
0001172661-23-003988	1	51	565495008	
0001085146-23-004455	1	33	77894363	N
0001172661-23-003987	0	1	94934255	
0000902664-23-005527	0	9	1012057532	
0000919574-23-006396	0	11	863524509	
0001011438-23-000640	0	10	815714688	
0001587973-23-000005	0	1599	24761197903	N
0001172661-23-003986	0	19	8336680980	
0000825293-23-000003	0	79	67898	N
0001688382-23-000020	0	93	1084324529	
0001912584-23-000005	0	958	175389	N
0001085146-23-004453	0	32	2484316495	N
0001315863-23-000888	0	14	307788321	N
0001536630-23-000005	0	26	150872025	N
0000872573-23-000011	0	389	726765846	N
0001012975-23-000462	3	43	2228925803	N
0001330463-23-000004	0	244	475121332	N
0000902664-23-005525	0	23	1689305713	
0001012975-23-000461	0	7	153960742	N
0001172661-23-003985	0	26	2100081456	
0001214659-23-015142	0	141	846084086	
0001104659-23-118058	0	6	314362064	
0001104659-23-118057	2	0	0	Y
0001085146-23-004452	0	17	465773333	N
0000902664-23-005524	0	16	808500665	
0001909393-23-000005	0	15	64210021	N
0000935836-23-000705	0	10	111009393	
0000919574-23-006394	1	81	874040053	
0001633055-23-000008	0	43	111347011	
0001085146-23-004451	0	122	3875057706	N
0001410833-23-000005	0	25	403063757	N
0001085146-23-004450	0	18	37260359	N
0001085146-23-004449	0	480	16393198078	N
0001085146-23-004448	0	62	5059969830	N
0001104659-23-118055	0	21	217942574	
0001446114-23-000037	3	2383	3767618775	
0000950159-23-000305	1	88	4538793244	
0000950123-23-010889	1	17424	466500242968	N
0001085146-23-004446	0	0	0	N
0000950123-23-010886	0	1	20301146	N
0000950123-23-010887	0	2	133568771	N
0001214659-23-015140	0	24	43020452	
0001214659-23-015136	0	15	181433373	
0001214659-23-015113	0	31	896472807	
0001214659-23-015114	0	108	147434530	
0001214659-23-015112	0	66	138479770	
0001214659-23-015131	0	18	82283836	
0001214659-23-015107	2	2	630276224	
0001214659-23-015118	0	13	81900741	
0001214659-23-015119	0	25	16099712718	
0001214659-23-015124	0	151	365466867	
0001214659-23-015125	0	128	1652886180	
0001214659-23-015121	0	4	846343264	
0001214659-23-015120	0	42	2032557022	
0001214659-23-015141	0	13	5495898879	
0001214659-23-015132	0	90	92303566	
0001214659-23-015130	0	35	115360932	
0001214659-23-015127	0	11	60246850	
0001214659-23-015134	0	493	315164655	
0001214659-23-015128	0	55	284452104	
0001214659-23-015122	0	10	157525756	
0001214659-23-015139	0	1342	20278295572	
0001214659-23-015133	0	11	363199509	
0001214659-23-015138	0	608	5205857446	
0001214659-23-015111	0	13	118229204	
0001214659-23-015135	0	49	446826795	
0001214659-23-015126	0	107	309666109	
0001214659-23-015123	0	17	261064143	
0001214659-23-015116	0	266	425112151	
0001214659-23-015110	0	8	121206503	
0001214659-23-015137	0	767	1069034763	
0001214659-23-015115	0	13	316976542	
0001214659-23-015129	0	40	650902523	
0001214659-23-015117	0	72	1620359271	
0000902664-23-005522	0	27	131984913	
0001879202-23-000028	0	54	234467063	
0000807985-23-000018	3	94	2699861085	N
0001656456-23-000004	0	32	5065993233	
0000902664-23-005521	0	2	19199786	Y
0001166309-23-000008	0	31	271890204	N
0001011438-23-000639	0	36	1853456556	
0001140361-23-053231	0	109	971108108	
0001879202-23-000027	0	30	836263370	
0000950123-23-010879	10	28	932537877	N
0000950123-23-010883	0	1	341604783	N
0000950123-23-010877	0	1	0	N
0000950123-23-010875	10	45	14167548436	N
0000950123-23-010873	0	21	8385641758	N
0001172661-23-003984	1	221	157999637	
0000950123-23-010872	0	7	3965801	N
0000950123-23-010865	0	1	22652447	N
0000921895-23-002623	1	69	3708416589	
0001437749-23-031951	5	6	359044920	N
0001398344-23-020700	0	28	3749223202	
0000950123-23-010856	11	31	894220736	N
0001420506-23-002197	0	89	1566254315	N
0001628280-23-038913	0	6	9814666	N
0001214659-23-015103	0	216	406582312	
0001214659-23-015098	0	227	286536108	
0001831942-23-000011	0	30	855509177	N
0001214659-23-015099	0	42	788732081	
0001214659-23-015100	0	8	159551210	
0001214659-23-015097	0	12	671174617	
0001214659-23-015106	0	17	795224221	
0001214659-23-015104	1	106	708683889	
0001214659-23-015101	0	215	297700565	
0001214659-23-015105	0	1	783	
0000950123-23-010852	0	24	2359235762	N
0001140361-23-053230	0	6	81910983	
0000950123-23-010851	8	3	145712715	N
0001213900-23-086879	0	2	178103	
0000950123-23-010830	17	4	3123234014	N
0000950123-23-010824	2	142	148987610	N
0000950123-23-010825	0	2	23775186	Y
0000950123-23-010821	3	18	1377673352	N
0000899140-23-001107	0	21	733204302	
0000950123-23-010819	0	22	4043302497	N
0001172661-23-003983	0	106	147604562	
0001172661-23-003982	0	44	20021143256	
0001879202-23-000026	1	24	442941409	
0000934999-23-000008	0	256	6826677799	N
0001172661-23-003981	0	23	455531678	
0001633870-23-000006	4	766	2891210966	N
0001999371-23-000200	0	81	355501523	
0001278573-23-000013	0	212	2571976854	
0001318757-23-000011	2	3017	49372434718	N
0001011438-23-000636	2	5	178718214	
0001426486-23-000008	0	50	629021796	N
0001880562-23-000008	0	214	368117350	N
0001912314-23-000004	0	68	162974813	
0001496201-23-000012	2	83	548993552	N
0001011438-23-000635	0	37	809708602	
0001892688-23-000093	0	29	165121374	N
0001011438-23-000634	0	1	228263920	
0001506073-23-000005	0	289	399955	N
0000899140-23-001106	0	213	1538697249	
0000950123-23-010801	1	2787	49009876395	N
0001618205-23-000005	0	52	117495182	N
0000935836-23-000704	0	16	2912251695	
0001912699-23-000008	0	2	526010	N
0001512920-23-000007	0	134	1056248665	
0001080171-23-000014	0	243	3717246598	N
0001051359-23-000009	0	47	2673597100	
0001567619-23-007714	0	2	5494552	N
0001011438-23-000631	2	4	83836923	
0001172661-23-003980	0	140	155391901	
0001104659-23-118043	0	20	831172751	
0000104889-23-000068	0	5	665514	N
0000950123-23-010792	0	40	1768550547	N
0000950123-23-010790	0	5	1409764	N
0000899140-23-001105	0	4	135797725	
0000899140-23-001104	0	3	109418360	
0001011438-23-000628	2	5	133739579	
0001506071-23-000004	0	304	787813	N
0001140361-23-053215	0	269	202528570	
0000893838-23-000083	1	1	19223	Y
0001873063-23-000006	1	77	157631821	N
0001376474-23-000491	0	34	123211434	N
0001825564-23-000005	0	2	697163262	N
0000899140-23-001103	0	3	1605296289	
0001085146-23-004444	0	7	26925960	N
0001999371-23-000192	0	4	102171042	
0001606134-23-000004	0	41	1296753	N
0000902664-23-005517	1	91	1631072811	
0000919574-23-006391	0	31	231272801	
0001415889-23-015070	9	3286	109750970243	N
0001172661-23-003979	0	8	18279920	
0001056859-23-000002	0	510	1782529009	N
0000902664-23-005514	0	1	776430	
0000950123-23-010778	8	108	15995571492	N
0000899140-23-001102	0	12	68230196	
0001536925-23-000006	0	1305	2730762	N
0001604488-23-000155	1	156	1808683736	
0000902664-23-005512	0	2405	34273493427	
0000950123-23-010777	0	4	20838863	N
0001766806-23-000101	0	546	2813369	N
0001595082-23-000086	0	1	335310644	N
0001682677-23-000004	0	62	674215996	N
0001595082-23-000085	0	3	547026550	N
0001013594-23-000924	0	31	224428196	
0001628280-23-038897	1	2896	12627538459	N
0001595082-23-000084	0	1	14342512	N
0000902664-23-005509	1	3259	13541147223	
0001595082-23-000083	0	4	722829891	N
0001595082-23-000082	0	1	35948016	N
0001193805-23-001491	1	62	242500650	
0000899140-23-001101	0	3	306139191	
0001595082-23-000081	0	4	462749748	N
0001595082-23-000080	0	2	145195005	N
0001315863-23-000887	0	14	497341992	N
0001490429-23-000006	0	59	1032727044	N
0001142495-23-000011	0	1057	2010872	N
0000950123-23-010775	1	3	735578	N
0001595082-23-000079	0	1	10603680	N
0001595082-23-000078	0	2	108769234	N
0000902664-23-005506	0	6	156060028	
0001595082-23-000077	0	2	191770248	N
0001011438-23-000627	0	17	339354205	
0000902664-23-005505	8	25	466867772	
0001159363-23-000006	0	42	54956	N
0001140361-23-053212	0	170	2587380104	
0000902664-23-005504	0	5	14925532	
0000919574-23-006390	3	38	59266595	
0001532155-23-000156	3	3207	235092442932	N
0001595082-23-000076	0	275	6314716097	Y
0001628280-23-038894	1	2398	1925050614	N
0000899140-23-001099	1	238	9445636209	
0001393825-23-000229	1	798	12676670123	
0000902664-23-005503	1	44	363093845	
0001724246-23-000012	1	2	1228901	
0001567619-23-007711	1	651	739022	N
0000902664-23-005502	1	1390	3055740625	
0001172661-23-003978	2	328	2448783695	
0001213900-23-086821	0	3463	9100632529	
0001062993-23-020785	0	136	414172284	N
0001583977-23-000005	1	49	1714347327	N
0000860486-23-000009	0	332	1454947423	N
0001633037-23-000005	0	532	1073884743	N
0001632813-23-000004	1	277	7585871	N
0001724246-23-000011	1	22	35769797	N
0001420506-23-002194	0	202	4481789961	N
0001077428-23-000184	0	124	180948466	N
0001951757-23-000703	1	106	164388840	N
0001698055-23-000004	0	88	1348858	N
0001536799-23-000007	0	156	699304000	N
0001443689-23-000013	0	55	1780971663	Y
0001011443-23-000026	0	1	14993700	
0000950159-23-000303	0	0	0	Y
0001080382-23-000018	0	89	684545	
0001172661-23-003976	0	95	108235001	
0001958384-23-000005	0	118	223368914	
0001943395-23-000009	0	41	257124363	N
0000070858-23-000287	8	27432	908317414966	N
0001844640-23-000013	0	1	0	N
0000315297-23-000015	0	1930	19529350	N
0000950159-23-000299	1	33	65396229	
0001951757-23-000702	0	799	2933505421	N
