ACCESSION_NUMBER,OTHERINCLUDEDMANAGERSCOUNT,TABLEENTRYTOTAL,TABLEVALUETOTAL,ISCONFIDENTIALOMITTED,timestamp
0001104659-24-084885,0,4,661875633,,2023-10-01
0001713735-24-000004,0,93,221878612,N,2023-10-01
0001214659-24-013534,0,168,486693940,,2023-10-01
0001580642-24-004076,0,241,342161493,,2023-10-01
0001398344-24-013505,0,154,460290979,,2023-10-01
0001958743-24-000006,0,169,305208973,N,2023-10-01
0001904832-24-000003,0,183,259990422,,2023-10-01
0000950123-24-006982,0,221,194686567,N,2023-10-01
0001172661-24-003021,1,28,565624902,,2023-10-01
0001172661-24-003019,0,62,744402370,,2023-10-01
0001568280-24-000005,0,83,1799078500,N,2023-10-01
0001768089-24-000003,0,131,308118425,N,2023-10-01
0001420506-24-001237,0,119,676853181,N,2023-10-01
0001962382-24-000003,0,25,248476740,,2023-10-01
0001134152-24-000008,0,158,1294846957,N,2023-10-01
0001894447-24-000004,0,101,126176904,,2023-10-01
0000040545-24-000178,0,2,2387909052,N,2023-10-01
0001398344-24-013500,0,277,1162183687,,2023-10-01
0001172661-24-003017,0,160,438417765,,2023-10-01
0001056859-24-000004,0,608,2235033279,N,2023-10-01
0001172661-24-003015,0,97,323614292,,2023-10-01
0000859872-24-000004,1,272,2413671846,N,2023-10-01
0000926833-24-000004,0,47,197365865,N,2023-10-01
0001853239-24-000006,0,156,1219605578,,2023-10-01
0001172661-24-003014,0,699,542301971,,2023-10-01
0001172661-24-003013,0,8,35588892,,2023-10-01
0001172661-24-003012,0,104,429038719,,2023-10-01
0001172661-24-003011,0,105,421167095,,2023-10-01
0001765380-24-000255,0,212,684141936,N,2023-10-01
0001172661-24-003010,0,1146,28102227554,,2023-10-01
0001750924-24-000005,0,816,281372474,N,2023-10-01
0001279891-24-000019,1,1653,8843063291,N,2023-10-01
0001821168-24-000004,0,46,213978726,N,2023-10-01
0001380137-24-000004,0,252,594850,N,2023-10-01
0001213900-24-063975,0,54,305831299,,2023-10-01
0001066816-24-000005,0,609,623581000,N,2023-10-01
0001798736-24-000003,0,159,153788546,N,2023-10-01
0002031978-24-000007,0,917,262578804,N,2023-10-01
0001019231-24-000027,0,16,264694,N,2023-10-01
0001535862-24-000005,4,215,195916765,N,2023-10-01
0001841857-24-000003,0,64,108983437,N,2023-10-01
0002031978-24-000006,0,902,258233818,N,2023-10-01
0001951757-24-000604,0,50,249302888,N,2023-10-01
0001951757-24-000603,0,145,166366660,N,2023-10-01
0000052024-24-000003,0,34,291319589,N,2023-10-01
0001951757-24-000602,0,61,260816784,N,2023-10-01
0002031978-24-000005,0,935,231436081,N,2023-10-01
0002013390-24-000003,0,105,434386923,N,2023-10-01
0001535862-24-000004,0,12,166351862,N,2023-10-01
0002011212-24-000004,0,106,231215705,N,2023-10-01
0001966116-24-000003,0,70,134744227,N,2023-10-01
0001104659-24-084787,0,44,142712069,,2023-10-01
0001018331-24-000007,8,2477,45993335,,2023-10-01
0001861752-24-000003,0,91,160327870,N,2023-10-01
0001104659-24-084778,0,42,135647824,,2023-10-01
0001104659-24-084774,0,98,271075715,,2023-10-01
0001104659-24-084772,0,47,158148245,,2023-10-01
0000949623-24-000009,0,559,6215543113,,2023-10-01
0002001473-24-000003,0,28,127677270,N,2023-10-01
0001398344-24-013482,0,210,155425853,,2023-10-01
0001985855-24-000003,0,389,190454922,N,2023-10-01
0000924171-24-000015,0,32,454556139,,2023-10-01
0001426853-24-000006,0,513,4834592094,N,2023-10-01
0000924171-24-000013,0,13,745158943,,2023-10-01
0000919574-24-004185,0,155,1128050498,,2023-10-01
0000778963-24-000004,0,95,258939683,N,2023-10-01
0000919574-24-004184,0,114,684048917,,2023-10-01
0000004977-24-000143,1,4,111589145,N,2023-10-01
0001632553-24-000003,0,235,231381769,N,2023-10-01
0001802387-24-000003,0,226,363776193,N,2023-10-01
0001313473-24-000006,0,92,379345,,2023-10-01
0001633366-24-000005,0,1017,889052861,N,2023-10-01
0001104659-24-084748,0,97,2931086714,,2023-10-01
0001760145-24-000003,1,171,134145877,N,2023-10-01
0001085146-24-003417,0,124,208618436,N,2023-10-01
0001727993-24-000006,0,141,396947,N,2023-10-01
0001079738-24-000006,0,57,392524,,2023-10-01
0001213900-24-063874,0,46,1327237791,,2023-10-01
0001080369-24-000006,0,169,1661461368,N,2023-10-01
0001085146-24-003416,0,150,323420192,N,2023-10-01
0000007789-24-000065,1,315,3215322142,N,2023-10-01
0001986152-24-000040,0,34,217891122,N,2023-10-01
0001104659-24-084708,0,54,685275080,,2023-10-01
0001725547-24-003701,0,55,176344456,N,2023-10-01
0000922439-24-000008,0,498,2915635665,N,2023-10-01
0001085146-24-003415,0,245,368708799,N,2023-10-01
0001725547-24-003700,0,53,158703314,N,2023-10-01
0001725547-24-003699,0,50,122804764,N,2023-10-01
0001664324-24-000004,0,83,298615556,N,2023-10-01
0001748729-24-000007,0,47,1144541275,N,2023-10-01
0001214659-24-013431,0,54,147794935,,2023-10-01
0001802952-24-000004,1,390,202938840,N,2023-10-01
0001398344-24-013455,0,232,363047744,,2023-10-01
0001527488-24-000017,0,326,637805,Y,2023-10-01
0001911876-24-000013,2,9,1526519220,N,2023-10-01
0001839545-24-000008,0,90,300432199,N,2023-10-01
0000929638-24-002700,0,1,0,,2023-10-01
0001085146-24-003412,0,268,1298754958,N,2023-10-01
0001389848-24-000010,0,58,201399298,N,2023-10-01
0000902664-24-004928,0,45,451499061,,2023-10-01
0001569606-24-000014,1,19,1596508985,N,2023-10-01
0001879167-24-000004,0,75,39603481,N,2023-10-01
0001019056-24-000217,0,181,3010686302,,2023-10-01
0001085146-24-003382,0,33,112843628,N,2023-10-01
0001085146-24-003383,0,50,360238509,N,2023-10-01
0001104659-24-084459,0,120,301825719,,2023-10-01
0001085146-24-003380,1,63,3237464436,N,2023-10-01
0001754960-24-000372,0,95,114551836,N,2023-10-01
0002022076-24-000003,0,80,141118088,N,2023-10-01
0001085146-24-003384,0,149,385571391,N,2023-10-01
0001221073-24-000059,0,104,204151007,,2023-10-01
0001085146-24-003385,0,46,192500083,N,2023-10-01
0001085146-24-003391,0,79,165185778,N,2023-10-01
0001567889-24-000003,0,192,902225990,N,2023-10-01
0001948391-24-000005,0,12,7201130140,N,2023-10-01
0001085146-24-003390,0,93,148978342,N,2023-10-01
0001754960-24-000369,0,56,269703692,N,2023-10-01
0001908623-24-000003,1,192,1197772,N,2023-10-01
0001085146-24-003379,0,0,0,N,2023-10-01
0001694284-24-000006,0,81,2512847,N,2023-10-01
0001085146-24-003386,0,93,212603036,N,2023-10-01
0001085146-24-003377,0,59,193791647,N,2023-10-01
0001085146-24-003374,0,81,95997895,N,2023-10-01
0001085146-24-003378,0,50,190374995,N,2023-10-01
0001890435-24-000003,0,36,281778,N,2023-10-01
0001254890-24-000003,0,13,1250878,Y,2023-10-01
0001697024-24-000004,0,40,137298988,N,2023-10-01
0001085146-24-003375,0,150,361668353,N,2023-10-01
0001520309-24-000003,0,82,43022696,N,2023-10-01
0001754960-24-000370,0,320,370702353,N,2023-10-01
0001085146-24-003387,0,558,5892043692,N,2023-10-01
0002010765-24-000003,0,196,260207107,N,2023-10-01
0001085146-24-003381,0,247,1744989882,N,2023-10-01
0001754960-24-000374,0,295,428759101,N,2023-10-01
0001754960-24-000376,0,129,392093239,N,2023-10-01
0001085146-24-003388,0,119,476821601,N,2023-10-01
0001085146-24-003376,1,823,3030799423,N,2023-10-01
0001964389-24-000003,0,5,747296563,N,2023-10-01
0001541399-24-000010,0,75,528506250,,2023-10-01
0001085146-24-003389,0,115,416044529,N,2023-10-01
0001140771-24-000004,0,1366,11281308158,N,2023-10-01
0001951757-24-000601,0,121,59333706,N,2023-10-01
0001140771-24-000003,0,116,1943626315,N,2023-10-01
0001104659-24-084440,0,106,254232375,,2023-10-01
0001291422-24-000010,0,229,1181449970,Y,2023-10-01
0001291422-24-000009,0,217,982201768,Y,2023-10-01
0001291422-24-000008,0,218,957224958,Y,2023-10-01
0001291422-24-000007,0,225,1042651945,Y,2023-10-01
0001291422-24-000006,0,228,1090627864,Y,2023-10-01
0001291422-24-000005,0,229,1154263701,Y,2023-10-01
0001291422-24-000004,0,227,1105801311,Y,2023-10-01
0001291422-24-000003,0,230,1196905555,Y,2023-10-01
0001291422-24-000002,0,230,1324139822,Y,2023-10-01
0001845012-24-000006,0,979,167423399,N,2023-10-01
0001062993-24-014240,0,211,4170959650,N,2023-10-01
0001845012-24-000005,0,92,35619429,N,2023-10-01
0001951757-24-000600,0,165,258772175,N,2023-10-01
0001951757-24-000599,2,59,185491711,N,2023-10-01
0001845012-24-000004,0,29,230056199,N,2023-10-01
0001539041-24-000007,0,598,2576622,N,2023-10-01
0001951757-24-000598,0,76,234227397,N,2023-10-01
0001951757-24-000597,0,33,238055084,N,2023-10-01
0001951757-24-000596,8,36,121263440,N,2023-10-01
0001420506-24-001225,0,99,283391937,N,2023-10-01
0001398344-24-013414,1,1356,5679686972,,2023-10-01
0001172661-24-003008,0,115,129520016,,2023-10-01
0001951757-24-000595,0,105,199135419,N,2023-10-01
0001951757-24-000594,0,43,981875848,N,2023-10-01
0001172661-24-003007,0,100,366531920,,2023-10-01
0001580642-24-004036,0,255,398562287,,2023-10-01
0001158970-24-000003,0,331,1561733292,N,2023-10-01
0001951757-24-000593,0,61,266402867,N,2023-10-01
0002031978-24-000004,0,1145,327830599,N,2023-10-01
0000890203-24-000007,0,198,2113410693,N,2023-10-01
0001913043-24-000002,0,322,745141991,N,2023-10-01
0000033250-24-000003,0,676,1453849922,N,2023-10-01
0001140361-24-035138,0,94,7801482152,,2023-10-01
0001398344-24-013407,0,120,1210584939,,2023-10-01
0002021208-24-000005,0,233,760641551,N,2023-10-01
0001951757-24-000592,0,598,1344560146,N,2023-10-01
0001843578-24-000004,0,45,153485220,N,2023-10-01
0001398344-24-013401,0,195,431912143,,2023-10-01
0001128074-24-000003,0,114,66607440,N,2023-10-01
0001951757-24-000591,0,60,1302161184,N,2023-10-01
0001951757-24-000590,0,126,161819983,N,2023-10-01
0001951757-24-000589,0,93,511036017,N,2023-10-01
0001951757-24-000588,0,15,159881115,N,2023-10-01
0001951757-24-000587,2,56,184982001,N,2023-10-01
0001951757-24-000586,0,68,225142043,N,2023-10-01
0001598180-24-000004,3,421,2235232543,N,2023-10-01
0001632105-24-000003,0,308,438100621,N,2023-10-01
0001951757-24-000585,0,427,640566634,N,2023-10-01
0001765536-24-000002,0,487,2189416556,N,2023-10-01
0000829407-24-000005,0,979,1981810665,N,2023-10-01
0001388443-24-000005,2,134,217594,N,2023-10-01
0001951757-24-000584,0,70,177285564,N,2023-10-01
0001951757-24-000583,0,47,143056524,N,2023-10-01
0001172661-24-003004,0,72,278298418,,2023-10-01
0001951757-24-000582,0,81,125217005,N,2023-10-01
0001172661-24-003003,0,42,139735161,,2023-10-01
0001172661-24-003001,0,284,274227201,,2023-10-01
0001951757-24-000581,0,149,722371722,N,2023-10-01
0001951757-24-000580,1,142,180371121,N,2023-10-01
0001172661-24-002998,0,91,130121700,,2023-10-01
0001951757-24-000579,0,39,133667958,N,2023-10-01
0001546865-24-000005,0,157,682927876,N,2023-10-01
0001951757-24-000578,0,76,143376175,N,2023-10-01
0001172661-24-002997,0,92,297410817,,2023-10-01
0000892712-24-000095,0,25,136628639,N,2023-10-01
0000842766-24-000003,0,159,400228,N,2023-10-01
0001730808-24-000006,0,57,296149,N,2023-10-01
0001734493-24-000006,0,108,1119154943,N,2023-10-01
0001910411-24-000003,0,360,1254596829,N,2023-10-01
0000950123-24-006953,0,473,1446793007,N,2023-10-01
0001791621-24-000004,0,4,227440134,N,2023-10-01
0002031978-24-000003,0,1179,321605674,N,2023-10-01
0001992825-24-000006,0,3835,2063615191,N,2023-10-01
0002012034-24-000004,0,63,328275288,N,2023-10-01
0001801619-24-000003,3,462,181112680,N,2023-10-01
0001172661-24-002996,0,152,184271569,,2023-10-01
0001056488-24-000003,0,30,97348,N,2023-10-01
0002011851-24-000004,0,89,118928228,N,2023-10-01
0001580642-24-004027,0,205,531878806,,2023-10-01
0001707856-24-000003,0,50,360457524,N,2023-10-01
0001510870-24-000003,0,139,270013230,N,2023-10-01
0001967966-24-000003,0,20,213689679,N,2023-10-01
0001861678-24-000003,0,222,135241545,N,2023-10-01
0000810265-24-000004,0,3398,76226159,N,2023-10-01
0002002603-24-000001,0,111,191915031,N,2023-10-01
0001715740-24-000004,0,1160,1964387986,N,2023-10-01
0000012600-24-000008,0,3394,3628483664,N,2023-10-01
0001882903-24-000004,0,47,308644562,N,2023-10-01
0001799544-24-000007,0,397,534434665,N,2023-10-01
0001062993-24-014230,0,267,42304285980,N,2023-10-01
0001936193-24-000006,0,203,119695618,N,2023-10-01
0001563525-24-000003,0,743,2585654726,N,2023-10-01
0001951757-24-000577,0,100,548063108,N,2023-10-01
0001055963-24-000003,0,119,514223457,N,2023-10-01
0001748271-24-000009,0,141,3255362570,N,2023-10-01
0001316617-24-000012,0,166,7534592039,N,2023-10-01
0000950123-24-006945,0,258,698653669,N,2023-10-01
0001814214-24-000006,0,840,567183012,N,2023-10-01
0001580642-24-004020,0,460,349671644,,2023-10-01
0001945037-24-000003,0,926,317672383,N,2023-10-01
0001900481-24-000004,0,163,237139207,N,2023-10-01
0000950123-24-006923,8,13249,29300844491,N,2023-10-01
0001767045-24-000003,0,2762,1064770484,N,2023-10-01
0001089877-24-000030,2,1668,24439197300,N,2023-10-01
0001737088-24-000005,0,917,175929452,N,2023-10-01
0001910488-24-000003,1,658,185479547,N,2023-10-01
0001487438-24-000003,0,209,2383586014,N,2023-10-01
0001104659-24-084241,2,309,3419513169,,2023-10-01
0001062993-24-014226,0,1054,428018020,N,2023-10-01
0001890698-24-000003,0,165,146360419,N,2023-10-01
0001398344-24-013376,0,293,2162386730,,2023-10-01
0001598416-24-000002,0,30,217234870,N,2023-10-01
0001062993-24-014224,0,620,4521359249,N,2023-10-01
0001062993-24-014222,0,28,22545465,N,2023-10-01
0001548880-24-000004,0,9,422096962,N,2023-10-01
0001085146-24-003373,0,128,200422322,N,2023-10-01
0001006407-24-000009,0,86,949025082,N,2023-10-01
0000929638-24-002696,1,45,10025375122,,2023-10-01
0000921895-24-001647,3,0,0,,2023-10-01
0001041885-24-000010,0,436,2326011,N,2023-10-01
0001580642-24-004009,0,487,520161330,,2023-10-01
0001308377-24-000003,0,142,439807581,N,2023-10-01
0001053292-24-000006,0,64,276271000,N,2023-10-01
0001420506-24-001223,0,131,211819857,N,2023-10-01
0001757128-24-000003,0,651,576444539,N,2023-10-01
0001678378-24-000004,0,52,20540785,N,2023-10-01
0001858789-24-000005,0,1963,8840077103,N,2023-10-01
0001085146-24-003372,0,117,426616293,N,2023-10-01
0000930413-24-002212,3,1815,70377461,,2023-10-01
0001597694-24-000006,0,123,2341994861,N,2023-10-01
0001994461-24-000007,0,83,239334,N,2023-10-01
0001420506-24-001220,0,26,142286317,N,2023-10-01
0001858740-24-000003,1,2270,2834111665,N,2023-10-01
0000934745-24-000006,0,169,1092076970,N,2023-10-01
0001437749-24-024025,0,207,412644905,N,2023-10-01
0001085041-24-000003,0,156,192719860,N,2023-10-01
0001793755-24-000006,0,1104,2516222,N,2023-10-01
0001398344-24-013354,0,421,1081519581,,2023-10-01
0001172661-24-002994,0,268,506549231,,2023-10-01
0001602020-24-000004,0,404,205938123,N,2023-10-01
0000885118-24-000005,0,10,272043029,N,2023-10-01
0001389256-24-000016,0,161,1068843294,N,2023-10-01
0001765380-24-000254,0,169,279188030,N,2023-10-01
0001016021-24-000003,0,79,110403937,N,2023-10-01
0001133119-24-000003,0,214,145110263,N,2023-10-01
0001802865-24-000003,0,96,333291,N,2023-10-01
0001626691-24-000006,0,35,315797979,N,2023-10-01
0001214659-24-013317,0,170,326202894,,2023-10-01
0001172661-24-002992,0,33,5870526424,,2023-10-01
0001570296-24-000006,0,198,322421862,N,2023-10-01
0001765884-24-000004,0,985,234880500,N,2023-10-01
0001765884-24-000003,0,348,158851757,N,2023-10-01
0001389400-24-000004,0,176,570579099,N,2023-10-01
0001649107-24-000003,0,596,667680837,N,2023-10-01
0001104659-24-084195,0,2269,1382013217,,2023-10-01
0001104659-24-084191,0,1355,1192483166,,2023-10-01
0001172661-24-002991,0,147,167142983,,2023-10-01
0001722436-24-000003,0,179,251678,N,2023-10-01
0000860828-24-000003,0,315,4840271761,N,2023-10-01
0001819279-24-000004,0,48,545458522,N,2023-10-01
0001765380-24-000253,0,72,206195221,,2023-10-01
0001420506-24-001215,0,159,318732168,N,2023-10-01
0001765380-24-000252,0,242,644094818,N,2023-10-01
0001062993-24-014199,0,40,17945400206,N,2023-10-01
0001172661-24-002990,0,52,171166373,,2023-10-01
0001625244-24-000007,1,89,9240289,N,2023-10-01
0001062993-24-014196,0,188,1189232290,N,2023-10-01
0001281761-24-000058,1,1501,13155138450,N,2023-10-01
0001398344-24-013333,0,120,402256571,,2023-10-01
0001019754-24-000003,0,1221,1906586,N,2023-10-01
0001330325-24-000004,0,120,701440,N,2023-10-01
0001802879-24-000003,0,62,146599,N,2023-10-01
0001725547-24-003647,0,311,2433802507,N,2023-10-01
0000312272-24-000017,0,4033,63172730,N,2023-10-01
0000950123-24-006895,1,94,1585355133,N,2023-10-01
0001350585-24-000008,0,40,2867451259,N,2023-10-01
0002009539-24-000004,0,714,232924452,N,2023-10-01
0001721608-24-000003,0,75,1855861,N,2023-10-01
0001619124-24-000007,0,17,5092455,N,2023-10-01
0001104659-24-084107,0,128,2846823434,,2023-10-01
0001085146-24-003362,0,77,217147709,N,2023-10-01
0001085146-24-003367,0,48,241627555,N,2023-10-01
0001941040-24-000312,0,74,453509415,,2023-10-01
0001214659-24-013267,0,76,382455612,,2023-10-01
0001104659-24-084047,0,2817,1436254839,,2023-10-01
0000923469-24-000005,0,96,539271148,N,2023-10-01
0001398344-24-013327,0,66,133328769,,2023-10-01
0001172661-24-002989,0,74,148533592,,2023-10-01
0001214659-24-013256,0,275,369342157,,2023-10-01
0001172661-24-002985,1,29,8033264221,,2023-10-01
0001398344-24-013331,0,150,193101646,,2023-10-01
0001085146-24-003363,0,31,130926740,N,2023-10-01
0001085146-24-003366,0,62,110169653,N,2023-10-01
0001754960-24-000368,0,14,202738950,N,2023-10-01
0001986152-24-000038,0,45,276685746,N,2023-10-01
0001085146-24-003365,1,134,1126883896,N,2023-10-01
0001172661-24-002987,0,143,500818138,,2023-10-01
0001172661-24-002986,0,422,614989878,,2023-10-01
0001172661-24-002988,0,32,84405993,,2023-10-01
0001602730-24-000004,0,218,515567975,N,2023-10-01
0001085146-24-003368,0,297,1679821792,N,2023-10-01
0001085146-24-003364,0,159,170511663,N,2023-10-01
0001085146-24-003361,0,127,253868938,N,2023-10-01
0001085146-24-003360,0,196,2542703782,N,2023-10-01
0001085146-24-003359,0,818,6386884441,N,2023-10-01
0001085146-24-003358,0,97,252356276,N,2023-10-01
0001085146-24-003357,0,0,0,N,2023-10-01
0001085146-24-003356,0,70,336122404,N,2023-10-01
0001172661-24-002983,0,30,182188317,,2023-10-01
0001085146-24-003355,0,142,127771802,N,2023-10-01
0001085146-24-003354,0,188,653925325,N,2023-10-01
0001085146-24-003353,0,41,455310798,N,2023-10-01
0001085146-24-003352,0,1547,5424706863,N,2023-10-01
0001085146-24-003351,0,38,225057044,N,2023-10-01
0001085146-24-003350,0,82,352242083,N,2023-10-01
0001085146-24-003349,0,106,246452383,N,2023-10-01
0001085146-24-003348,0,38,160499366,N,2023-10-01
0001085146-24-003347,0,76,233193961,N,2023-10-01
0001085146-24-003346,0,52,108682499,N,2023-10-01
0001085146-24-003345,0,251,418744445,N,2023-10-01
0001085146-24-003344,0,115,316836278,N,2023-10-01
0001085146-24-003343,0,387,1814111753,N,2023-10-01
0001085146-24-003342,0,41,131636542,N,2023-10-01
0001214659-24-013242,0,76,86981176,,2023-10-01
0001085146-24-003341,0,184,426701901,N,2023-10-01
0001085146-24-003340,0,126,110901024,N,2023-10-01
0001085146-24-003339,0,33,180831793,N,2023-10-01
0001085146-24-003338,0,126,195556398,N,2023-10-01
0001085146-24-003337,0,91,138758220,N,2023-10-01
0001085146-24-003336,0,82,164497741,N,2023-10-01
0001085146-24-003335,0,70,107119397,N,2023-10-01
0001085146-24-003334,0,41,79964812,N,2023-10-01
0001085146-24-003333,0,149,271225564,N,2023-10-01
0001314404-24-000003,0,117,2678093103,N,2023-10-01
0001085146-24-003332,0,80,229946458,N,2023-10-01
0001941040-24-000311,0,90,113567960,,2023-10-01
0001071061-24-000010,0,1162,5199970,Y,2023-10-01
0001965814-24-000004,0,153,216953714,N,2023-10-01
0001994563-24-000007,0,1415,740851057,N,2023-10-01
0001941040-24-000310,0,42,101610897,,2023-10-01
0001172661-24-002981,0,50,162802233,,2023-10-01
0001062993-24-014177,0,346,1171106771,N,2023-10-01
0001909851-24-000004,0,221,253336716,N,2023-10-01
0001398344-24-013314,0,126,394172845,,2023-10-01
0001668256-24-000007,0,211,202123101,N,2023-10-01
0001808523-24-000006,0,15,123919672,N,2023-10-01
0001765380-24-000251,0,485,1526185244,N,2023-10-01
0001398344-24-013311,0,217,159864106,,2023-10-01
0001214816-24-000089,0,3,215574492,N,2023-10-01
0001172661-24-002979,0,140,1729625130,,2023-10-01
0000810384-24-000004,0,327,839631418,N,2023-10-01
0002001015-24-000005,0,988,3043904051,,2023-10-01
0001601742-24-000003,0,633,1133698193,N,2023-10-01
0001398344-24-013309,0,139,163388667,,2023-10-01
